id;Region name;geometry
1;Latgale;POLYGON ((517852.503 301544.737, 517850.09 301545.191, 517784.64 301557.505, 517781.891 301547.526, 517769.882 301546.292, 517753.966 301551.243, 517757.016 301562.702, 517709.592 301571.625, 517514.262 301656.131, 517231.588 301753.271, 517219.798 301754.268, 516960.699 301776.17, 516906.887 301772.529, 516756.202 301762.335, 516735.81 301758.13, 516681.17 301746.83, 516679.143 301746.411, 516595.358 301746.74, 516548.51 301744.694, 516533.324 301744.031, 516454.056 301748.729, 516340.018 301778.602, 516225.83 301808.514, 516129.929 301846.688, 516091.949 301792.49, 516085.393 301783.134, 516070.398 301761.735, 515974.772 301625.276, 515558.944 302089.089, 514843.24 302816.792, 514134.532 303348.572, 513573.762 303598.467, 513039.982 303881.349, 512631.213 304245.06, 512160.34 304664.032, 511735.373 305450.707, 511515.586 305857.565, 511275.679 306326.379, 510311.069 307043.081, 509073.1399999997 308494.6611000001, 508867.7260999996 308398.1391000003, 508529.3960999995 308506.7270999998, 508227.3161000004 308723.9021000005, 507502.3240999999 309423.6910999995, 507006.9130999995 309845.9780999999, 506224.5259999996 310601.5680999998, 506166.1739999996 310700.7840999998, 506098.9801000003 310900.6291000005, 506280.7090999996 310998.7270999998, 506393.9320999999 310880.4990999997, 506652.3371000001 311115.8990000002, 506786.7270999998 311229.8901000004, 506951.4631000003 311352.5381000005, 507158.1061000004 311492.5011, 507330.0680999998 311646.8931000009, 507569.9471000005 311860.0841000006, 507714.4521000003 311955.3160999995, 508067.7681 312305.9461000003, 508414.5811000001 312648.6381000001, 508676.1350999996 312903.3131000008, 508942.0251000002 313169.5320999995, 509154.4480999997 313373.7040999997, 509398.6619999995 313473.9870999996, 509501.9841 313483.3661000002, 509543.8901000004 313214.2620999999, 509579.2939999998 312985.5601000004, 509685.5050999997 312678.9400999993, 509709.3491000002 312601.0220999997, 509725.9671 312492.0821000002, 509759.2030999996 312335.5251000002, 509765.7061000001 312117.6440999992, 511262.5670999996 311751.8321000002, 514428.8559999997 310996.9241000004, 514607.3070958322 310952.2025012375, 514607.3071085795 310952.2024944983, 514606.6 310951.38, 514544.43 310878.79, 514491.626 310817.119, 514487.696 310812.53, 514484.59 310808.93, 514483.768 310807.942, 514453.753 310772.942, 514432.775 310748.403, 514407.436 310718.817, 514370.772 310676.006, 514361.272 310664.912, 514360.167 310663.621, 514359.061 310662.331, 514331.148 310622.11, 514302.748 310581.186, 514274.348 310540.262, 514266.049 310528.304, 514257.751 310516.346, 514256.572 310508.944, 514255.52 310507.496, 514204.083 310436.691, 514306.525 310299.168, 514300.427 310284.454, 514328.195 310052.116, 514373.618 309672.078, 514373.822 309670.363, 514379.13 309623.451, 514406.527 309388.454, 514408.681 309369.763, 514442.11 309079.8, 514455.192 308946.075, 514468.694 308808.055, 514374.25 308807.478, 514375.501 308786.911, 514388.156 308579.07, 514389.189 308563.984, 514391.164 308535.117, 514393.652 308458.358, 514399.375 308281.728, 514404.711 308117.057, 514410.061 308007.009, 514411.869 307969.856, 514412.691 307960.704, 514414.908 307936.04, 514416.925 307842.801, 514417.586 307812.225, 514418.655 307762.71, 514418.85 307753.79, 514419.074 307743.511, 514419.157 307739.686, 514417.238 307719.344, 514410.99 307680.31, 514410.408 307676.691, 514402.775 307628.76, 514356.425 307339.462, 514356.37 307339.17, 514354.115 307321.479, 514339.58 307204.56, 514326.136 307096.846, 514303.74 306916.974, 514291.905 306822.007, 514290.297 306809.116, 514290.181 306808.561, 514238.27 306559.502, 514233.59 306537.03, 514227.75 306509, 514207.588 306510.148, 514193.539 306510.95, 514191.456 306508.704, 514092.041 306401.492, 514043.268 306348.893, 514010.694 306313.765, 514014.33 306310.38, 514076.958 306252.151, 514079.045 306250.202, 514107.076 306224.138, 514147.78 306186.282, 514147.99 306186.086, 514153.499 306180.962, 514238.314 306102.089, 514145.775 306002.874, 514135.212 305991.548, 514134.723 305992.012, 514134.235 305992.477, 514112.329 306013.22, 514051.994 306069.253, 513976.965 305987.763, 513888.047 305897.205, 514042.701 305753.116, 514108.681 305691.676, 514289.98 305522.643, 514397.717 305422.153, 514395.636 305419.92, 514544.173 305283.848, 514602.061 305228.572, 514718.914 305120.428, 514767.018 305074.469, 514813.871 305029.705, 514833.306 305011.136, 514976.816 304873.743, 515016.229 304834.473, 515017.283 304833.423, 515080.215 304791.634, 515165.976 304711.764, 515133.049 304663.492, 515109.99 304616.374, 514932.147 304364.41, 514928.403 304359.106, 514955.39 304338.77, 514985.538 304316.365, 515043.458 304272.474, 515051.175 304266.601, 515138.471 304192.941, 515161.065 304177.384, 515247.783 304117.725, 515301.971 304076.604, 515306.735 304072.989, 515337.492 304049.648, 515360.364 304032.292, 515370.648 304024.488, 515384.751 304013.784, 515451.102 303963.436, 515453.777 303961.409, 515460.425 303956.36, 515554.373 303885.077, 515591.14 303857.18, 515623.857 303832.362, 515624.507 303831.862, 515706.507 303769, 515706.789 303769.428, 515712.001 303765.472, 515751.995 303735.125, 515835.143 303672.031, 515912.54 303614.594, 516160.004 303430.971, 516318.581 303310.011, 516433.859 303219.153, 516478.691 303183.819, 516520.001 303151.259, 516554.931 303124.238, 516654.533 303050.148, 516754.694 302975.643, 516753.993 302974.791, 516972.89 302808.686, 517296.306 302563.267, 517317.907 302547.543, 517355.962 302520.794, 517379.001 302505.24, 517418.566 302481.03, 517443.875 302465.636, 517469.965 302450.153, 517496.813 302435.039, 517547.663 302408.22, 517932.484 302228.214, 518292.066 302060.012, 518514.954 301955.746, 518537.066 301945.403, 518538.884 301939.264, 518701.083 301863.178, 518703.768 301870.686, 518861.606 301795.473, 518893.28 301786.115, 518898.908 301783.852, 518937.316 301768.409, 518865.609 301732.194, 518845.107 301719.166, 518805.143 301693.741, 518762.25 301682.047, 518762.022 301682.72, 518730.879 301670.851, 518729.731 301673.181, 518717.853 301666.08, 518667.326 301660.224, 518653.271 301657.667, 518453.348 301621.309, 518267.534 301592.26, 518052.92 301565.339, 517852.503 301544.737))
2;Zemgale;POLYGON ((504267.441 303567.09, 504257.155 303565.659, 504246.87 303564.228, 504225.196 303561.212, 504203.523 303558.196, 504251.242 303739.642, 504299.153 303921.822, 504389.734 304267.227, 504480.314 304612.631, 504522.143 304709.379, 504533.605 304760.863, 504534.746 304761.389, 504540.447 304786.996, 504545.855 304815.389, 504544.551 304815.637, 504543.248 304815.885, 504545.36 304826.55, 504558.246 304891.575, 504560.645 304903.683, 504581.854 305131.302, 504587.55 305229.364, 504582.518 305243.873, 504582.703 305248.797, 504582.889 305253.722, 504580.148 305268.045, 504567.954 305331.766, 504555.761 305395.487, 504542.41 305482.768, 504540.982 305492.102, 504534.16 305536.698, 504525.911 305590.629, 504592.234 305766.185, 504596.354 305777.091, 504616.541 305830.871, 504627.135 305858.952, 504634.874 305879.466, 504650.89 305932.721, 504657.205 305931.467, 504669.615 305962.145, 504684.857 305999.826, 504686.363 306003.548, 504672.678 306005.17, 504674.856 306012.414, 504688.659 306047.438, 504711.027 306073.168, 504733.804 306132.11, 504751.787 306178.34, 504763.38 306208.142, 504776.139 306242.565, 504797.064 306299.018, 504799.17 306305.218, 504809.38 306335.265, 504822.451 306362.794, 504833.844 306392.148, 504834.686 306399.822, 504851.863 306445.919, 504853.327 306452.113, 504862.34 306477.683, 504872.336 306507.397, 504882.428 306534.968, 504883.613 306537.488, 504884.68 306540.4, 504894.62 306567.52, 504903.923 306592.208, 504912.365 306614.616, 504928.668 306657.884, 504929.197 306659.288, 504929.761 306660.678, 504940.833 306687.583, 504960.126 306737.484, 504961.028 306739.815, 504961.656 306739.59, 504962.391 306741.521, 504980.213 306788.31, 504989.829 306812.165, 504998.507 306834.564, 504998.623 306837.77, 504947.762 306856.81, 504927.112 306864.548, 504881.922 306881.481, 504859.731 306889.795, 504829.391 306900.3, 504811.865 306907.106, 504792.766 306914.522, 504790.015 306915.591, 504765.795 306924.995, 504744.647 306933.208, 504723.827 306941.292, 504703.39 306949.228, 504682.408 306957.376, 504657.179 306967.173, 504627.065 306982.27, 504655.908 307119.545, 504684.751 307256.822, 504685.918 307262.37, 504667.927 307266.18, 504649.936 307269.99, 504644.485 307271.142, 504640.403 307272.005, 504633.208 307273.451, 504558.175 307288.533, 504543.414 307291.414, 504500.803 307299.731, 504487.31 307302.365, 504440.72 307311.844, 504418.235 307316.42, 504371.489 307325.936, 504320.42 307336.337, 504313.835 307337.678, 504308.054 307338.856, 504278.234 307344.934, 504249.619 307350.339, 504237.675 307352.572, 504208.3 307358.863, 504208.662 307360.263, 504167.902 307368.537, 504162.021 307369.731, 504157.293 307370.716, 504101.143 307382.416, 504069.794 307388.838, 504058.056 307391.391, 504026.965 307397.464, 504003.552 307402.91, 503977.105 307408.86, 503967.768 307410.572, 503922.177 307421.96, 503917.402 307422.728, 503897.223 307428.056, 503883.523 307431.403, 503861.224 307436.215, 503839.326 307442.055, 503809.33 307448.3, 503741.208 307462.316, 503710.217 307467.726, 503691.698 307471.294, 503673.18 307474.863, 503637.277 307484.153, 503601.909 307493.123, 503561.038 307501.821, 503557.128 307502.653, 503556.705 307500.476, 503552.087 307501.422, 503511.04 307509.828, 503473.999 307517.66, 503433.705 307527.325, 503403.033 307533.985, 503375.246 307540.231, 503352.244 307545.59, 503334.569 307550.06, 503313.49 307554.311, 503307.259 307555.401, 503301.382 307556.599, 503273.795 307562.219, 503244.395 307568.212, 503187.871 307579.734, 503158.322 307585.757, 503125.126 307592.525, 503096.881 307598.803, 503086.705 307601.284, 503063.255 307607.001, 503058.295 307607.844, 503014.422 307617.412, 502987.396 307623.266, 502960.623 307628.408, 502933.161 307633.565, 502873.094 307643.436, 502844.925 307649.57, 502789.452 307663.49, 502789.409 307660.663, 502789.367 307657.836, 502778.755 307659.434, 502763.17 307655.442, 502759.42 307664.336, 502755.67 307673.231, 502753.398 307673.208, 502752.837 307678.446, 502752.276 307683.684, 502748.928 307741.748, 502745.581 307799.811, 502748.093 307800.027, 502731.309 307945.717, 502723.552 307971.579, 502712.003 307980.081, 502709.482 307983.609, 502686.218 308016.169, 502670.065 308066.105, 502668.567 308071.393, 502667.069 308076.682, 502667.809 308080.276, 502668.55 308083.87, 502659.85 308099.79, 502646.022 308139.916, 502646.204 308151.38, 502648.712 308162.37, 502651.398 308169.135, 502654.862 308177.856, 502665.684 308188.756, 502698.049 308205.387, 502679.545 308221.129, 502594.302 308201.721, 502544.914 308234.749, 502529.242 308236.276, 502528.458 308243.669, 502520.886 308315.113, 502511.463 308330.984, 502507.166 308365.798, 502503.735 308390.732, 502500.59 308416.335, 502497.151 308446.433, 502494.434 308472.121, 502491.673 308497.063, 502489.064 308521.691, 502483.854 308561.2, 502479.43 308599.71, 502481.958 308609.604, 502474.41 308677.08, 502471.35 308701.83, 502467.021 308736.597, 502466.164 308743.482, 502465.77 308747.676, 502462.099 308779.945, 502459.852 308803.526, 502458.397 308816.393, 502454.159 308853.885, 502450.609 308876.475, 502449.978 308880.762, 502450.501 308886.234, 502444.052 308943.28, 502441.204 308968.469, 502435.6 309018.034, 502427.83 309086.76, 502424.586 309129.034, 502417.75 309218.27, 502332.605 309232.779, 502332.208 309236.513, 502238.773 309242.023, 502223.8 309242.907, 502166.412 309246.292, 502109.023 309249.677, 502107.639 309249.758, 502106.256 309249.84, 502106.316 309249.282, 502100.778 309249.146, 502098.874 309263.545, 502010.933 309271.083, 501979.822 309272.795, 501975.778 309273.017, 501970.811 309273.585, 501965.844 309274.154, 501883.895 309283.53, 501801.946 309292.906, 501805.369 309255.604, 501793.88 309259.249, 501793.425 309264.2, 501719.329 309284.697, 501640.882 309306.439, 501616.793 309313.143, 501610.996 309314.767, 501459.822 309347.094, 501459.96 309347.27, 501431.99 309353.25, 501396.806 309359.504, 501367.248 309365.551, 501350.775 309368.916, 501290.702 309381.189, 501230.634 309393.458, 501170.488 309405.746, 501156.744 309408.553, 501133.54 309414.48, 501120.509 309417.069, 501114.643 309418.971, 501059.143 309435.362, 501040.333 309441.661, 501001.346 309454.721, 500993.52 309457.343, 500964.042 309468.778, 500917.441 309487.95, 500892.545 309483.912, 500867.648 309479.874, 500849.522 309476.661, 500831.396 309473.447, 500811.908 309469.994, 500792.42 309466.54, 500734.17 309470.643, 500675.92 309474.748, 500675.99 309476.294, 500676.059 309477.841, 500661.826 309478.109, 500647.594 309478.377, 500636.9 309477.871, 500626.207 309477.365, 500614.997 309475.646, 500603.788 309473.928, 500593.409 309471.13, 500583.031 309468.333, 500574.009 309465.185, 500564.988 309462.038, 500555.875 309457.961, 500546.762 309453.884, 500532.8 309445.766, 500518.837 309437.648, 500490.918 309417.351, 500462.999 309397.054, 500446.74 309386.851, 500430.481 309376.648, 500421.981 309372.969, 500413.482 309369.29, 500414.414 309368.227, 500415.346 309367.165, 500407.679 309366.045, 500400.012 309364.925, 500362.067 309359.371, 500324.123 309353.819, 500305.66 309352.005, 500287.197 309350.192, 500274.598 309347.435, 500261.998 309344.679, 500266.537 309351.108, 500271.076 309357.538, 500242.618 309354.447, 500214.161 309351.356, 500184.452 309348.129, 500154.743 309344.903, 500112.939 309340.363, 500074.402 309331.32, 500069.58 309348.79, 499989.565 309328.67, 499974.81 309324.96, 499895.76 309308.17, 499876.791 309305.462, 499849.11 309301.51, 499839.15 309302.03, 499772.48 309337.36, 499552.619 309443.691, 499551.057 309445.136, 499529.815 309464.788, 499529.28 309465.283, 499387.076 309596.854, 499367.609 309614.866, 499294.64 309680.684, 499221.672 309746.502, 499207.935 309758.892, 499194.199 309771.282, 499134.967 309824.709, 499075.735 309878.137, 499069.208 309884.256, 499062.681 309890.376, 499029.681 309921.317, 499014.4 309935.643, 499012.01 309937.885, 498979.126 309968.717, 498946.242 309999.549, 498887.561 309977.366, 498808.452 310050.106, 498802.561 310055.704, 498796.097 310061.531, 498678.957 310169.623, 498629.253 310215.488, 498650.988 310228.99, 498650.224 310233.391, 498620.648 310233.711, 498570.072 310234.257, 498501.155 310235.004, 498231.135 310237.926, 498135.553 310103.185, 498102.599 310056.731, 498072.716 310014.605, 498041.753 309970.956, 498037.12 309964.426, 498032.488 309957.897, 497926.865 310039.288, 497821.242 310120.679, 497738.489 310183.648, 497705.151 310209.013, 497676.423 310230.874, 497654.193 310247.791, 497652.47 310249.102, 497628.516 310267.33, 497612.602 310279.439, 497604.563 310285.556, 497590.068 310296.58, 497580.963 310304.242, 497557.934 310323.623, 497534.903 310343.004, 497511.874 310362.385, 497499.135 310373.105, 497471.118 310396.681, 497409.218 310442.387, 497334.971 310497.208, 497296.613 310526.911, 497264.512 310551.768, 497236.542 310573.427, 497209.686 310594.224, 497184.418 310613.79, 497175.51 310620.688, 497158.619 310633.881, 497133.715 310653.333, 497109.284 310672.416, 497080.91 310694.572, 497057.192 310713.104, 497025.511 310737.85, 496918.432 310821.768, 496896.281 310839.129, 496882.901 310849.615, 496879.068 310852.619, 496867.037 310872.067, 496848.39 310902.208, 496835.521 310923.011, 496815.467 310955.426, 496801.547 310977.928, 496764.862 311037.227, 496749.936 311061.353, 496747.587 311065.15, 496732.784 311087.081, 496711.694 311118.331, 496705.003 311128.244, 496707.574 311131.036, 496686.919 311162.24, 496714.792 311180.805, 496739.748 311197.426, 496769.088 311217.013, 496772.769 311211.416, 496776.45 311205.82, 496785.537 311215.686, 496794.624 311225.552, 496797.791 311228.992, 496800.958 311232.431, 496799.583 311234.556, 496798.208 311236.681, 496816.775 311249.605, 496824.123 311257.583, 497001.07 311382.734, 497060.41 311422.121, 497124.032 311467.706, 497187.653 311513.291, 497246.564 311548.933, 497305.474 311584.576, 497395.939 311652.331, 497441.416 311686.393, 497486.403 311720.087, 497528.554 311752.935, 497570.705 311785.783, 497626.825 311814.155, 497633.64 311817.572, 497634.054 311817.78, 497660.108 311830.84, 497763.403 311898.373, 497785.726 311912.968, 497950.205 312025.988, 498018.829 312073.036, 498197.325 312192.259, 498626.8591 312061.8950999994, 498931.4890999999 311958.2761000004, 499241.0251000002 311901.7490999997, 499867.7291000001 311858.8351000007, 500341.4221000001 311837.8720999993, 501066.5301000001 311804.6660999991, 501370.4069999997 311735.6920999996, 501847.2631000001 311599.5990999993, 502595.8651000001 311382.1411000006, 502879.8611000003 311257.8791000005, 503016.2741 311132.3110000007, 503270.5371000003 310619.1181000005, 503344.3340999996 310656.4361000005, 503491.2971000001 310782.1601, 503694.7100999998 310863.9190999996, 503927.7610999998 310962.7661000006, 504254.9291000003 311140.2350999992, 504518.2311000004 311355.3311000001, 504616.9579999996 311180.0680999998, 504699.6211000001 311076.4131000005, 504738.0691 311048.5800999999, 504888.9751000004 310978.5161000006, 505012.0081000002 310926.6890999991, 505079.2911 311175.2690999992, 505108.1271000002 311163.7521000002, 505404.1739999996 310916.1311000008, 505647.3551000003 310744.3321000002, 505955.8969999999 311054.3369999994, 506178.2593999999 311179.5372000001, 506280.7090999996 310998.7270999998, 506098.9801000003 310900.6291000005, 506166.1739999996 310700.7840999998, 506224.5259999996 310601.5680999998, 507006.9130999995 309845.9780999999, 507502.3240999999 309423.6910999995, 508227.3161000004 308723.9021000005, 508529.3960999995 308506.7270999998, 508867.7260999996 308398.1391000003, 509073.1399999997 308494.6611000001, 510311.069 307043.081, 509967.208 306757.19, 509861.27 306816.972, 509625.346 306950.106, 509631.344 306807.164, 509606.548 306807.74, 509593.457 306808.051, 509438.243 306816.595, 509283.03 306825.14, 509286.222 306884.127, 509288.068 306923.682, 509289.501 306947.057, 509290.775 306967.803, 509292.351 306993.488, 509293.449 307011.393, 509293.17 307011.38, 509293.354 307015.367, 509293.855 307023.151, 509292.37 307024.2, 509293.66 307042.922, 509294.333 307042.838, 509295.007 307042.754, 509296.069 307060.325, 509222.818 307066.581, 509237.902 307245.979, 509235.403 307257.474, 509232.903 307268.97, 509229.19 307274.818, 509225.477 307280.667, 509204.587 307313.989, 509200.664 307320.223, 509190.06 307337.083, 509160.233 307384.502, 509140.4 307383.042, 509120.843 307381.602, 509101.286 307380.162, 509094.761 307351.013, 509095.158 307366.824, 509084.446 307366.416, 509083.626 307354.821, 509082.808 307343.226, 509076.195 307343.572, 509058.109 307344.518, 509011.717 307346.947, 508965.325 307349.376, 508954.162 307349.96, 508942.999 307350.545, 508922.507 307351.617, 508902.017 307352.69, 508902.344 307347.964, 508904.001 307314.881, 508878.797 307301.02, 508879.944 307279.453, 508886.8 307149.267, 508893.657 307019.081, 508910.085 306700.132, 508910.235 306697.195, 508916.364 306597.235, 508917.111 306583.969, 508917.859 306570.703, 508920.148 306530.02, 508922.427 306489.554, 508923.751 306466.138, 508930.129 306347.336, 508941.625 306147.417, 508945.224 306097.438, 508955.121 305997.478, 508961.268 305917.15, 508962.534 305890.535, 508963.8 305863.92, 508956.558 305857.189, 508949.315 305850.457, 508948.449 305850.461, 508947.583 305850.466, 508945.835 305850.475, 508944.086 305850.485, 508806.365 305838.353, 508651.833 305759.746, 508624.857 305746.023, 508615.781 305758.05, 508572.053 305815.996, 508512.331 305895.141, 508354.612 306104.154, 508353.971 306106.981, 508300.028 306179.844, 508289.333 306194.333, 508269.865 306221.375, 508233.011 306207.47, 508227.996 306203.51, 508215.36 306193.53, 508164.26 306153.2, 508153.942 306148.186, 508137.28 306140.11, 508109.586 306130.65, 508060.63 306113.94, 508017.463 306083.834, 507974.297 306053.729, 507937.23 306061.16, 507928.015 306063.007, 507875.16 306073.604, 507774.385 306093.807, 507673.61 306114.011, 507593.043 306098.052, 507512.477 306082.093, 507491.495 306077.936, 507470.512 306073.78, 507438.936 306067.526, 507462.626 306005.422, 507474.602 305917.737, 507498.702 305868.117, 507492.162 305865.668, 507485.373 305863.129, 507472.701 305858.379, 507447.107 305848.793, 507421.514 305839.208, 507408.249 305851.413, 507354.174 305811.131, 507281.371 305757.139, 507247.52 305713.965, 507229.674 305691.188, 507211.058 305667.424, 507198.322 305651.165, 507195.8 305647.95, 507191.126 305641.982, 507179.631 305627.314, 507175.705 305622.302, 507171.78 305617.29, 507124.68 305639.34, 507104.355 305643.143, 507102.836 305643.427, 506795.88 305700.82, 506560.87 305592.705, 506325.86 305484.59, 506125.03 305349.71, 506151.397 305224.828, 506177.765 305099.947, 506194.038 305022.868, 506210.311 304945.789, 506222.553 304887.806, 506234.795 304829.825, 506259.605 304712.32, 506284.416 304594.816, 506314.397 304452.826, 506388.034 304104.056, 506391.84 304086.033, 506385.376 304084.471, 506153.738 304028.522, 505872.543 303960.605, 505792.846 303941.357, 505694.996 303917.724, 505606.222 303896.284, 505517.447 303874.844, 505461.647 303861.367, 505403.507 303847.325, 505345.367 303833.284, 505259.326 303812.504, 505173.286 303791.724, 504794.876 303700.328, 504702.512 303678.023, 504563.921 303644.553, 504425.33 303611.082, 504392.586 303603.173, 504330.013 303585.131, 504267.441 303567.09))
